Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
31960490,11/11/2015 03:54:42 PM,11/11/2015 05:06:18 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,WEST   42 STREET,6 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/11/2015 11:54:42 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/11/2015 05:06:18 PM,05 MANHATTAN,MANHATTAN,988650,214286,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75484098916205,-73.98411854690194,"(40.75484098916205, -73.98411854690194)"
31960492,11/11/2015 12:37:33 PM,11/11/2015 02:44:43 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10017,1 AVENUE,1 AVENUE,EAST 40 STREET,EAST 41 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/11/2015 08:37:33 PM,The Police Department responded to the complaint and took action to fix the condition.,11/11/2015 02:44:43 PM,06 MANHATTAN,MANHATTAN,992403,211728,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74781726226857,-73.97057549147195,"(40.74781726226857, -73.97057549147195)"
31960505,11/11/2015 12:03:22 PM,11/11/2015 01:15:36 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10017,,,,,EAST   42 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/11/2015 08:03:22 PM,The Police Department responded to the complaint and took action to fix the condition.,11/11/2015 01:15:36 PM,05 MANHATTAN,MANHATTAN,990886,213048,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75144159778515,-73.97604910329608,"(40.75144159778515, -73.97604910329608)"
31960546,11/11/2015 05:16:42 PM,11/11/2015 05:59:48 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10019,WEST 57 STREET,WEST 57 STREET,8 AVENUE,9 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/12/2015 01:16:42 AM,The Police Department responded to the complaint and took action to fix the condition.,11/11/2015 05:59:48 PM,04 MANHATTAN,MANHATTAN,988925,218490,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.766379749287005,-73.98312303259907,"(40.766379749287005, -73.98312303259907)"
31961285,11/11/2015 06:49:12 PM,11/11/2015 10:53:12 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,,,,,LEXINGTON AVENUE,EAST   63 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/12/2015 02:49:12 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,11/11/2015 10:53:12 PM,08 MANHATTAN,MANHATTAN,993569,217891,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.764731973680775,-73.96635880834104,"(40.764731973680775, -73.96635880834104)"
31962604,11/11/2015 01:19:38 PM,11/11/2015 02:38:26 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10010,,,,,GRAMERCY PARK NORTH,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/11/2015 09:19:38 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/11/2015 02:38:26 PM,06 MANHATTAN,MANHATTAN,988220,208230,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.738218992771266,-73.98567417277928,"(40.738218992771266, -73.98567417277928)"
31962605,11/11/2015 01:35:45 PM,11/11/2015 03:16:20 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10018,,,,,WEST   37 STREET,WEST   38 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/11/2015 09:35:45 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/11/2015 03:16:20 PM,04 MANHATTAN,MANHATTAN,984212,215548,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75830595213619,-74.00013716513817,"(40.75830595213619, -74.00013716513817)"
31962667,11/11/2015 05:08:28 PM,11/11/2015 10:54:17 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,,,,,EAST   65 STREET,5 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/12/2015 01:08:28 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,11/11/2015 10:54:17 PM,08 MANHATTAN,MANHATTAN,992482,219090,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.768023997074046,-73.97028136310426,"(40.768023997074046, -73.97028136310426)"
31963293,11/11/2015 05:09:18 PM,11/11/2015 05:28:22 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,WEST 45 STREET,WEST 45 STREET,8 AVENUE,9 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/12/2015 01:09:18 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/11/2015 05:28:22 PM,04 MANHATTAN,MANHATTAN,987072,216077,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75975747147533,-73.9898134616816,"(40.75975747147533, -73.9898134616816)"
31964004,11/12/2015 10:12:24 AM,11/12/2015 04:32:59 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10019,,,,,WEST   56 STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/12/2015 06:12:24 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/12/2015 04:32:59 PM,05 MANHATTAN,MANHATTAN,989239,218155,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76546008934449,-73.98198972667757,"(40.76546008934449, -73.98198972667757)"
31964818,11/12/2015 08:48:47 AM,11/12/2015 10:03:37 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10037,,,,,PARK AVENUE,EAST  130 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/12/2015 04:48:47 PM,The Police Department responded to the complaint and took action to fix the condition.,11/12/2015 10:03:37 AM,11 MANHATTAN,MANHATTAN,1001768,233740,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80822078632821,-73.93671944494388,"(40.80822078632821, -73.93671944494388)"
31965741,11/12/2015 11:24:51 AM,11/12/2015 11:50:14 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10012,CROSBY STREET,CROSBY STREET,BROOME STREET,SPRING STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/12/2015 07:24:51 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/12/2015 11:50:14 AM,02 MANHATTAN,MANHATTAN,984664,202335,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72203954143662,-73.99850643511199,"(40.72203954143662, -73.99850643511199)"
31966529,11/12/2015 11:20:45 AM,11/12/2015 04:46:58 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,10021,,,,,,,,NEW YORK,,Precinct,Closed,11/12/2015 07:20:45 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,11/12/2015 04:46:58 PM,08 MANHATTAN,MANHATTAN,997922,218678,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Dr,Southbound/Downtown,Ramp,East 71st St (Exit 13),,,,40.76688642460806,-73.95064306641594,"(40.76688642460806, -73.95064306641594)"
31966656,11/12/2015 02:42:35 PM,11/12/2015 04:44:47 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/12/2015 10:42:35 PM,This complaint does not fall under the Police Department's jurisdiction.,11/12/2015 04:44:47 PM,08 MANHATTAN,MANHATTAN,995226,216823,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76179868718544,-73.96037885377716,"(40.76179868718544, -73.96037885377716)"
31971821,11/13/2015 09:51:21 AM,11/13/2015 02:04:51 PM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,10003,RUTHERFORD PLACE,RUTHERFORD PLACE,EAST 17 STREET,EAST 16 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/13/2015 05:51:21 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/13/2015 02:04:51 PM,06 MANHATTAN,MANHATTAN,988529,206804,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.734304830935876,-73.98456004689581,"(40.734304830935876, -73.98456004689581)"
31972401,11/13/2015 08:27:29 AM,11/13/2015 11:30:21 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,,,,,EAST   62 STREET,3 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/2015 04:27:29 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/13/2015 11:30:21 AM,08 MANHATTAN,MANHATTAN,993887,217417,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.763430625127384,-73.96521152160896,"(40.763430625127384, -73.96521152160896)"
31974204,11/13/2015 09:33:35 AM,11/13/2015 01:31:28 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,,,,,EAST   60 STREET,PARK AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/2015 05:33:35 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/13/2015 01:31:28 PM,08 MANHATTAN,MANHATTAN,992744,217459,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76354707633747,-73.96933756870735,"(40.76354707633747, -73.96933756870735)"
31974239,11/13/2015 08:51:03 AM,11/13/2015 01:59:29 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10010,,,,,EAST   25 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/2015 04:51:03 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/13/2015 01:59:29 PM,05 MANHATTAN,MANHATTAN,988736,209167,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7407905784571,-73.98381155127129,"(40.7407905784571, -73.98381155127129)"
31974756,11/13/2015 03:30:26 PM,11/13/2015 04:02:45 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,WEST   43 STREET,11 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/2015 11:30:26 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/13/2015 04:02:45 PM,04 MANHATTAN,MANHATTAN,984854,216712,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76150081329756,-73.99781969164724,"(40.76150081329756, -73.99781969164724)"
31975715,11/13/2015 11:41:34 AM,11/13/2015 10:19:04 PM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,10065,EAST 62 STREET,EAST 62 STREET,3 AVENUE,2 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/13/2015 07:41:34 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,11/13/2015 10:19:04 PM,08 MANHATTAN,MANHATTAN,994196,217245,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.762958187246774,-73.96409632122314,"(40.762958187246774, -73.96409632122314)"
31976042,11/13/2015 02:50:10 PM,11/13/2015 03:43:14 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10001,,,,,WEST   28 STREET,11 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/2015 10:50:10 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/13/2015 03:43:14 PM,04 MANHATTAN,MANHATTAN,982942,213259,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7520231327207,-74.00472092314611,"(40.7520231327207, -74.00472092314611)"
31976397,11/13/2015 02:34:25 PM,11/13/2015 03:23:16 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,,,,,FDR DRIVE,EAST   37 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/2015 10:34:25 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/13/2015 03:23:17 PM,06 MANHATTAN,MANHATTAN,992306,210768,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.745182392222965,-73.97092671830791,"(40.745182392222965, -73.97092671830791)"
31976792,11/13/2015 09:37:19 AM,11/13/2015 11:50:23 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10027,,,,,WEST  120 STREET,LENOX AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/2015 05:37:19 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/13/2015 11:50:23 AM,10 MANHATTAN,MANHATTAN,998698,232414,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.804586836572064,-73.94781210645304,"(40.804586836572064, -73.94781210645304)"
31976885,11/14/2015 06:39:32 PM,11/14/2015 10:48:41 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10022,,,,,3 AVENUE,EAST   55 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/2015 02:39:32 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/14/2015 10:48:41 PM,06 MANHATTAN,MANHATTAN,992982,215784,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.758949399914954,-73.96848058993135,"(40.758949399914954, -73.96848058993135)"
31978502,11/14/2015 12:23:15 PM,11/14/2015 01:36:42 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10023,,,,,WEST   65 STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/14/2015 08:23:15 PM,The Police Department responded to the complaint and took action to fix the condition.,11/14/2015 01:36:42 PM,07 MANHATTAN,MANHATTAN,989181,220914,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.773032859233346,-73.98219708225047,"(40.773032859233346, -73.98219708225047)"
31979949,11/14/2015 11:38:24 PM,11/15/2015 12:29:24 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10003,,,,,EAST   15 STREET,5 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/2015 07:38:24 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,11/15/2015 12:29:24 AM,05 MANHATTAN,MANHATTAN,986157,207673,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73669085103913,-73.99311870885126,"(40.73669085103913, -73.99311870885126)"
31980027,11/14/2015 10:53:52 PM,11/14/2015 11:12:45 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10003,,,,,EAST   13 STREET,5 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/2015 06:53:52 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/14/2015 11:12:45 PM,02 MANHATTAN,MANHATTAN,985880,207171,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.735313040368794,-73.9941183677841,"(40.735313040368794, -73.9941183677841)"
31981573,11/14/2015 02:23:24 PM,11/14/2015 03:14:08 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,,,,,EAST   63 STREET,SECOND AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/14/2015 10:23:24 PM,The Police Department responded to the complaint and took action to fix the condition.,11/14/2015 03:14:08 PM,08 MANHATTAN,MANHATTAN,994634,217302,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.763114133956435,-73.96251511418777,"(40.763114133956435, -73.96251511418777)"
31984534,11/14/2015 10:42:39 PM,11/15/2015 09:20:27 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,10021,,,,,,,,NEW YORK,,Precinct,Closed,11/15/2015 06:42:39 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/15/2015 09:20:28 AM,08 MANHATTAN,MANHATTAN,998647,219721,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Dr,Northbound/Uptown,Roadway,East 61st St / East 63rd St (Exit 12) - East 96th St (Exit 14),,,,40.76974803729949,-73.94802352909336,"(40.76974803729949, -73.94802352909336)"
