Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
34857765,11/24/2016 01:16:20 PM,11/24/2016 04:02:47 PM,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,10013,,,,,CANAL STREET,WEST SIDE HIGHWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 09:16:20 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:02:47 PM,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.725793851729485,-74.01102558319987,"(40.725793851729485, -74.01102558319987)"
34857882,11/24/2016 03:18:52 PM,11/24/2016 04:08:11 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,VESTRY STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 11:18:52 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:08:11 PM,01 MANHATTAN,MANHATTAN,982000,202549,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72262664325238,-74.00811727199724,"(40.72262664325238, -74.00811727199724)"
34857883,11/24/2016 01:00:15 PM,11/24/2016 04:02:46 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,WEST SIDE HIGHWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 09:00:15 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:02:46 PM,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.725793851729485,-74.01102558319987,"(40.725793851729485, -74.01102558319987)"
34857885,11/24/2016 02:15:38 PM,11/24/2016 03:00:35 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,MULBERRY STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 10:15:38 PM,The Police Department responded to the complaint and took action to fix the condition.,11/24/2016 03:00:35 PM,03 MANHATTAN,MANHATTAN,984641,200535,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71709897578499,-73.99858951550117,"(40.71709897578499, -73.99858951550117)"
34858329,11/24/2016 02:59:13 PM,11/24/2016 04:04:55 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 10:59:13 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:04:55 PM,01 MANHATTAN,MANHATTAN,981968,202309,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72196789307364,-74.00823263626842,"(40.72196789307364, -74.00823263626842)"
34858460,11/24/2016 02:08:25 PM,11/24/2016 05:57:05 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,11 AVENUE,WEST   43 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 10:08:25 PM,The Police Department responded to the complaint and took action to fix the condition.,11/24/2016 05:57:05 PM,04 MANHATTAN,MANHATTAN,984854,216712,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76150081329756,-73.99781969164724,"(40.76150081329756, -73.99781969164724)"
34858473,11/24/2016 03:55:53 PM,11/24/2016 04:40:38 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,GREENE STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 11:55:53 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:40:38 PM,02 MANHATTAN,MANHATTAN,983346,201729,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.720376181179745,-74.00326122937571,"(40.720376181179745, -74.00326122937571)"
34858494,11/24/2016 03:50:07 PM,11/24/2016 04:09:14 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 11:50:07 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:09:14 PM,02 MANHATTAN,MANHATTAN,982057,202940,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72369985791985,-74.00791176184632,"(40.72369985791985, -74.00791176184632)"
34859052,11/24/2016 11:50:47 AM,11/24/2016 02:32:14 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,WEST 41 STREET,WEST 41 STREET,11 AVENUE,12 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/24/2016 07:50:47 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/24/2016 02:32:14 PM,04 MANHATTAN,MANHATTAN,984192,216438,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7607487740894,-74.00020936499443,"(40.7607487740894, -74.00020936499443)"
34859078,11/24/2016 03:16:37 PM,11/24/2016 04:07:05 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST BROADWAY,BROOME STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 11:16:37 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:07:05 PM,02 MANHATTAN,MANHATTAN,983424,202797,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7233075908167,-74.00297997118642,"(40.7233075908167, -74.00297997118642)"
34859082,11/24/2016 01:53:16 PM,11/24/2016 04:06:01 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,HUDSON STREET,HUDSON STREET,HUBERT STREET,LAIGHT STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/24/2016 09:53:16 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:06:01 PM,01 MANHATTAN,MANHATTAN,981952,202190,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72164126267743,-74.00829031789023,"(40.72164126267743, -74.00829031789023)"
34859128,11/24/2016 03:42:48 PM,11/24/2016 07:00:52 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,LAFAYETTE STREET,BROOME STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 11:42:48 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 07:00:52 PM,02 MANHATTAN,MANHATTAN,984750,201979,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72106240295166,-73.99819620411822,"(40.72106240295166, -73.99819620411822)"
34859537,11/24/2016 01:37:18 PM,11/24/2016 04:03:51 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,HUBERT STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 09:37:18 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:03:51 PM,01 MANHATTAN,MANHATTAN,981937,202074,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.721322866775374,-74.00834439237221,"(40.721322866775374, -74.00834439237221)"
34859538,11/24/2016 03:42:22 PM,11/24/2016 07:00:53 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10002,,,,,CANAL STREET,BOWERY,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 11:42:22 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 07:00:53 PM,03 MANHATTAN,MANHATTAN,985412,200370,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.716646022670375,-73.99580825613853,"(40.716646022670375, -73.99580825613853)"
34859658,11/24/2016 01:28:12 PM,11/24/2016 04:03:50 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST BROADWAY,WATTS STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 09:28:12 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:03:50 PM,02 MANHATTAN,MANHATTAN,983424,202797,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7233075908167,-74.00297997118642,"(40.7233075908167, -74.00297997118642)"
34859689,11/24/2016 04:31:26 PM,11/24/2016 04:39:34 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/2016 12:31:26 AM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:39:34 PM,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.725793851729485,-74.01102558319987,"(40.725793851729485, -74.01102558319987)"
34859691,11/24/2016 01:17:43 PM,11/24/2016 04:02:48 PM,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,10013,,,,,WEST STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 09:17:43 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:02:48 PM,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.725793851729485,-74.01102558319987,"(40.725793851729485, -74.01102558319987)"
34859719,11/24/2016 02:11:44 PM,11/24/2016 04:07:04 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,VESTRY STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 10:11:44 PM,This complaint does not fall under the Police Department's jurisdiction.,11/24/2016 04:07:04 PM,01 MANHATTAN,MANHATTAN,982000,202549,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72262664325238,-74.00811727199724,"(40.72262664325238, -74.00811727199724)"
34861485,11/26/2016 10:53:25 AM,11/26/2016 11:32:26 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,37 WEST 44 STREET,WEST 44 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,Precinct,Closed,11/26/2016 06:53:25 PM,The Police Department responded to the complaint and took action to fix the condition.,11/26/2016 11:32:26 AM,05 MANHATTAN,MANHATTAN,989446,214469,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.755342845667776,-73.98124530632158,"(40.755342845667776, -73.98124530632158)"
34851099,11/23/2016 09:51:00 PM,11/23/2016 10:32:36 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10024,,,,,WEST   79 STREET,COLUMBUS AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/2016 05:51:00 AM,The Police Department responded to the complaint and took action to fix the condition.,11/23/2016 10:32:36 PM,07 MANHATTAN,MANHATTAN,991040,224164,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.781952020139805,-73.97548205139817,"(40.781952020139805, -73.97548205139817)"
34857884,11/24/2016 05:22:29 PM,11/24/2016 11:58:23 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,GREENWICH STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/2016 01:22:29 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/24/2016 11:58:23 PM,01 MANHATTAN,MANHATTAN,981667,203305,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72470158914418,-74.00931891839564,"(40.72470158914418, -74.00931891839564)"
34857887,11/24/2016 04:13:11 PM,11/25/2016 12:57:49 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10033,,,,,WEST  179 STREET,FORT WASHINGTON AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/2016 12:13:11 AM,This complaint does not fall under the Police Department's jurisdiction.,11/25/2016 12:57:49 AM,12 MANHATTAN,MANHATTAN,1001135,248704,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.849293909346,-73.93896837881366,"(40.849293909346, -73.93896837881366)"
34884984,11/29/2016 11:33:55 AM,11/29/2016 01:49:28 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10025,,,,,WEST  113 STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/29/2016 07:33:55 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/29/2016 01:49:28 PM,09 MANHATTAN,MANHATTAN,993854,232956,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8060810703871,-73.96530843266166,"(40.8060810703871, -73.96530843266166)"
34885068,11/29/2016 06:57:43 PM,11/29/2016 08:14:53 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,11 AVENUE,WEST   44 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/30/2016 02:57:43 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,11/29/2016 08:14:53 PM,04 MANHATTAN,MANHATTAN,984974,216940,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.762126605681814,-73.99738649324702,"(40.762126605681814, -73.99738649324702)"
34871389,11/27/2016 02:57:10 PM,11/27/2016 03:10:23 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST BROADWAY,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/27/2016 10:57:10 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/27/2016 03:10:23 PM,01 MANHATTAN,MANHATTAN,982965,202085,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72135326817355,-74.00463577564992,"(40.72135326817355, -74.00463577564992)"
34871961,11/27/2016 02:52:03 PM,11/27/2016 03:08:19 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,VARICK STREET,BROOME STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/27/2016 10:52:03 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/27/2016 03:08:19 PM,02 MANHATTAN,MANHATTAN,982576,203196,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.724402629306745,-74.00603941130332,"(40.724402629306745, -74.00603941130332)"
34873191,11/27/2016 04:24:34 PM,11/27/2016 09:08:39 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,WEST   43 STREET,11 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/28/2016 12:24:34 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/27/2016 09:08:39 PM,04 MANHATTAN,MANHATTAN,984854,216712,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76150081329756,-73.99781969164724,"(40.76150081329756, -73.99781969164724)"
34874418,11/27/2016 02:57:41 PM,11/27/2016 03:11:26 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,WOOSTER STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/27/2016 10:57:41 PM,The Police Department responded to the complaint and took action to fix the condition.,11/27/2016 03:11:26 PM,02 MANHATTAN,MANHATTAN,983161,201903,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.720853748387555,-74.00392865513183,"(40.720853748387555, -74.00392865513183)"
34874317,11/27/2016 06:36:47 PM,11/27/2016 09:19:11 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,BROOME STREET,MERCER STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/28/2016 02:36:47 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/27/2016 09:19:11 PM,02 MANHATTAN,MANHATTAN,984068,202387,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72218227668545,-74.00065659273379,"(40.72218227668545, -74.00065659273379)"
34887150,11/29/2016 07:28:41 PM,11/29/2016 08:27:34 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST BROADWAY,BROOME STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/30/2016 03:28:41 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/29/2016 08:27:34 PM,02 MANHATTAN,MANHATTAN,983424,202797,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7233075908167,-74.00297997118642,"(40.7233075908167, -74.00297997118642)"
34888092,11/29/2016 08:20:30 AM,11/29/2016 10:45:04 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,10023,,,,,,,,NEW YORK,,Precinct,Closed,11/29/2016 04:20:30 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/29/2016 10:45:04 AM,07 MANHATTAN,MANHATTAN,987988,224153,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,Roadway,W 72 St (Exit 9) - W 79 St (Exit 10),,,,40.78192364576941,-73.98650249602576,"(40.78192364576941, -73.98650249602576)"
34890445,11/29/2016 07:34:43 AM,11/29/2016 08:32:43 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,WEST 43 STREET,WEST 43 STREET,8 AVENUE,9 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/29/2016 03:34:43 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/29/2016 08:32:43 AM,04 MANHATTAN,MANHATTAN,986821,215620,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.758503200003624,-73.990719668021,"(40.758503200003624, -73.990719668021)"
34891594,11/29/2016 11:28:43 AM,11/29/2016 02:44:49 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10018,,,,,DYER AVENUE,WEST   36 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/29/2016 07:28:43 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/29/2016 02:44:49 PM,04 MANHATTAN,MANHATTAN,985177,214419,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75520708651954,-73.99665404821431,"(40.75520708651954, -73.99665404821431)"
34876409,11/28/2016 08:30:24 PM,11/28/2016 10:51:24 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,1161 YORK AVENUE,YORK AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/29/2016 04:30:24 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/28/2016 10:51:24 PM,08 MANHATTAN,MANHATTAN,995846,216479,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76085370418965,-73.95814137254229,"(40.76085370418965, -73.95814137254229)"
34884990,11/29/2016 08:07:03 AM,11/29/2016 08:23:02 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10028,,,,,EAST   85 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/29/2016 04:07:03 PM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,11/29/2016 08:23:02 AM,08 MANHATTAN,MANHATTAN,997478,222433,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.777193592756916,-73.95223854783966,"(40.777193592756916, -73.95223854783966)"
34892753,11/29/2016 07:10:24 PM,11/29/2016 08:27:33 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WATTS STREET,WEST BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/30/2016 03:10:24 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/29/2016 08:27:33 PM,02 MANHATTAN,MANHATTAN,983424,202797,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7233075908167,-74.00297997118642,"(40.7233075908167, -74.00297997118642)"
34885088,11/29/2016 05:45:31 PM,11/29/2016 09:24:04 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10001,,,,,WEST   31 STREET,7 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/30/2016 01:45:31 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/29/2016 09:24:04 PM,05 MANHATTAN,MANHATTAN,986465,212195,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74910254075324,-73.99200582083958,"(40.74910254075324, -73.99200582083958)"
34760230,11/12/2016 05:30:12 PM,11/12/2016 05:43:44 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,,,,,EAST   34 STREET,3 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/2016 01:30:12 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/12/2016 05:43:44 PM,06 MANHATTAN,MANHATTAN,990312,210966,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74572744427753,-73.97812268196289,"(40.74572744427753, -73.97812268196289)"
34763611,11/12/2016 03:04:56 PM,11/12/2016 03:20:03 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10020,,,,,6 AVENUE,WEST   49 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/12/2016 11:04:56 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/12/2016 03:20:03 PM,05 MANHATTAN,MANHATTAN,989545,215900,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75927051662176,-73.98088684394885,"(40.75927051662176, -73.98088684394885)"
34739208,11/09/2016 12:49:16 PM,11/09/2016 03:08:21 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10014,63 8 AVENUE,8 AVENUE,HORATIO STREET,WEST 13 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/09/2016 08:49:16 PM,The Police Department responded to the complaint and determined that police action was not necessary.,11/09/2016 03:08:21 PM,02 MANHATTAN,MANHATTAN,983378,208527,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73903503218943,-74.003146668585,"(40.73903503218943, -74.003146668585)"
34739209,11/09/2016 07:21:57 PM,11/09/2016 08:25:39 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10001,WEST 28 STREET,WEST 28 STREET,5 AVENUE,BROADWAY,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/10/2016 03:21:57 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/09/2016 08:25:39 PM,05 MANHATTAN,MANHATTAN,987571,210694,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74498232657728,-73.9880148861615,"(40.74498232657728, -73.9880148861615)"
